Area Name,Daily Min Temp,Daily Max Temp,Daily Avg Temp,Total Precipitation,Relative Humidity,Water Bodies,Population Density,Day Length,Urban / Rural Area,Forested Area,Crop Area,Graze Land Area,Habitable
Area 315,27.54,37.63,32.58,70.93,48.56,0,6764,11.78,1,1,0,1,0
Area 316,25.44,34.97,30.2,53.21,81.91,0,7407,13.16,0,0,1,1,0
Area 317,21.13,28.92,25.03,47.79,41.08,1,6343,11.97,1,0,0,1,0
Area 318,17.6,32.19,24.89,22.35,51.66,0,3656,11.88,0,0,0,0,0
Area 319,17.35,23.77,20.56,70.56,77.87,0,7404,10.59,0,1,1,0,1
Area 320,18.75,29.55,24.15,19.08,69.31,1,5066,13.4,1,1,0,1,1
Area 321,23.24,31.06,27.15,55.28,79.14,0,465,10.31,0,0,1,1,0
Area 322,25.72,33.51,29.61,25.32,77.31,0,8151,11.24,0,1,1,1,1
Area 323,24.9,33.95,29.43,95.56,42.53,0,756,12.69,1,1,0,0,0
Area 324,19.2,34.19,26.69,2.86,84.63,1,8452,12.03,1,1,0,0,1
Area 325,29.32,34.87,32.1,19.97,51.35,0,8466,13.53,1,1,0,0,0
Area 326,26.07,36.85,31.46,24.23,67.67,0,3570,10.16,0,0,1,0,0
Area 327,23.32,29.14,26.23,41.41,72.21,0,4160,12.6,1,0,1,1,0
Area 328,24.18,30.72,27.45,23.27,48.43,1,5699,11.91,1,0,1,0,0
Area 329,21.29,30.69,25.99,49.13,88.81,0,644,10.62,1,1,0,0,0
Area 330,18.72,28.82,23.77,87.25,64.41,0,6526,12.97,1,1,1,0,0
Area 331,20.34,27.93,24.13,71.21,42.88,0,1861,11.65,0,1,0,0,0
Area 332,26.37,34.53,30.45,58.0,86.86,0,1056,12.13,0,0,0,1,0
Area 333,15.22,21.09,18.15,8.9,69.31,1,8743,13.87,0,1,1,0,1
Area 334,16.74,24.77,20.76,69.4,74.96,0,8276,11.94,0,1,0,0,0
Area 335,15.69,30.36,23.02,16.64,66.26,1,7891,13.29,1,1,1,1,1
Area 336,15.61,30.06,22.83,78.64,81.74,0,8373,13.08,1,1,0,1,0
Area 337,27.83,36.18,32.01,25.01,41.66,1,1336,12.65,1,0,0,0,0
Area 338,25.55,36.26,30.91,41.7,53.42,0,5011,13.59,0,0,1,0,0
Area 339,22.11,36.21,29.16,35.05,63.48,0,6377,11.01,0,0,1,1,0
Area 340,16.47,21.53,19.0,85.88,43.83,1,546,13.28,0,0,1,1,1
Area 341,22.37,35.48,28.93,12.65,75.3,1,2265,11.51,1,0,1,1,1
Area 342,22.1,36.59,29.34,56.56,59.68,0,1719,13.25,1,0,0,1,0
Area 343,17.6,23.51,20.55,14.21,53.63,0,1893,11.98,1,0,0,0,0
Area 344,21.51,28.12,24.82,70.48,40.17,0,9465,13.43,0,1,1,0,0
Area 345,20.98,35.59,28.28,90.51,75.99,1,6105,13.58,1,1,1,0,1
Area 346,24.24,34.61,29.43,43.46,81.69,0,745,12.39,0,0,1,0,0
Area 347,24.53,29.67,27.1,48.81,59.75,0,478,12.03,0,0,0,1,0
Area 348,15.68,23.26,19.47,92.74,68.21,0,2755,13.13,0,1,0,1,1
Area 349,20.62,30.12,25.37,52.1,51.38,1,7209,11.07,0,0,1,1,1
Area 350,24.39,36.32,30.35,48.76,71.11,0,3684,10.06,1,0,0,1,0
Area 351,22.55,34.88,28.71,57.83,40.61,0,1240,11.63,1,1,0,1,0
Area 352,27.85,42.8,35.32,68.92,64.43,0,3835,12.03,0,0,1,0,0
Area 353,24.88,32.76,28.82,10.69,72.21,0,761,11.19,0,0,1,1,0
Area 354,17.44,27.83,22.64,82.11,85.91,0,5536,11.53,0,0,0,1,0
Area 355,16.06,26.39,21.23,43.55,59.07,1,8303,10.53,0,0,0,0,1
Area 356,24.64,33.69,29.16,7.23,78.26,1,5309,11.11,1,1,1,1,1
Area 357,15.4,22.09,18.74,78.62,69.88,0,487,10.96,0,0,1,0,0
Area 358,23.79,38.56,31.17,37.69,86.35,1,3123,11.2,0,1,0,1,1
Area 359,29.1,42.64,35.87,10.04,59.92,0,4835,11.2,0,0,1,0,0
Area 360,23.63,33.62,28.62,63.38,55.95,0,8391,12.24,0,1,0,0,0
Area 361,20.82,31.86,26.34,88.01,84.36,1,6571,11.0,0,1,1,0,1
Area 362,24.65,31.92,28.29,88.78,42.46,0,2871,13.76,1,0,1,0,0
Area 363,21.87,32.31,27.09,95.77,46.82,0,4269,12.05,1,0,0,0,0
Area 364,23.18,35.13,29.16,86.77,44.12,1,7363,10.52,0,0,1,0,1
Area 365,29.12,39.27,34.2,0.21,82.16,0,6335,11.12,0,0,1,0,0
Area 366,20.79,35.69,28.24,38.02,40.53,1,4119,12.92,0,0,0,1,1
Area 367,29.42,40.53,34.97,81.85,83.08,1,4370,10.05,0,1,0,1,1
Area 368,28.58,37.29,32.94,36.63,62.56,0,5956,13.75,0,1,1,0,0
Area 369,17.94,30.66,24.3,60.15,40.2,0,134,11.78,1,0,1,0,0
Area 370,16.04,22.75,19.39,60.63,60.08,0,7718,12.08,1,1,1,1,0
Area 371,16.51,25.36,20.93,36.5,49.34,0,3480,13.95,0,1,0,1,0
Area 372,15.27,23.74,19.51,90.45,71.22,0,5576,12.01,0,0,0,0,0
Area 373,16.42,25.73,21.08,50.32,73.97,1,7643,13.79,0,1,1,0,1
Area 374,25.25,38.06,31.65,46.48,64.38,0,3276,13.66,0,1,1,0,0
Area 375,16.07,25.91,20.99,99.75,42.03,0,8467,13.77,1,1,1,1,0
Area 376,19.78,32.72,26.25,49.35,72.81,0,2253,13.25,0,0,1,0,0
Area 377,27.67,38.44,33.06,17.84,82.1,0,4787,11.19,0,0,0,0,0
Area 378,15.35,23.77,19.56,51.31,76.02,1,1686,11.39,1,1,1,0,1
Area 379,27.22,40.32,33.77,81.4,81.5,0,8156,11.46,1,0,0,0,0
Area 380,19.23,26.61,22.92,77.69,50.03,1,5522,13.92,0,1,1,1,1
Area 381,16.77,24.02,20.39,78.86,84.44,0,3758,11.44,0,0,1,1,0
Area 382,25.45,35.5,30.47,70.8,56.11,0,1052,10.43,0,0,0,1,0
Area 383,24.43,32.04,28.24,25.42,40.67,0,6370,13.11,0,0,1,0,0
Area 384,28.16,33.25,30.71,86.21,82.17,0,5465,11.46,0,0,0,0,0
Area 385,26.03,37.51,31.77,89.34,87.09,0,2971,12.48,1,0,1,1,0
Area 386,27.05,37.16,32.11,19.42,72.78,0,3078,13.7,1,1,0,0,0
Area 387,19.23,28.69,23.96,13.05,51.57,1,3070,12.3,1,0,1,1,1
Area 388,17.66,32.33,25.0,97.56,52.59,0,5008,12.55,0,0,0,1,0
Area 389,26.26,36.97,31.62,86.83,63.33,1,2059,12.57,1,1,1,1,1
Area 390,27.1,40.74,33.92,89.32,84.89,0,5282,12.45,1,0,1,0,0
Area 391,29.86,36.25,33.05,88.64,47.48,0,905,10.64,0,0,0,1,0
Area 392,21.19,31.88,26.54,54.17,81.3,0,3200,11.83,0,1,1,0,1
Area 393,20.58,34.26,27.42,64.64,54.57,0,1675,10.03,0,0,1,0,0
Area 394,26.65,37.48,32.06,54.54,80.43,1,8891,12.51,0,0,1,1,1
Area 395,20.11,32.29,26.2,5.12,86.01,0,2715,12.3,1,1,0,1,0
Area 396,28.96,37.68,33.32,74.55,61.37,0,8903,11.27,0,0,1,0,0
Area 397,27.88,33.8,30.84,50.53,58.25,0,5726,12.1,1,1,0,1,0
Area 398,21.43,31.01,26.22,64.77,80.11,0,8852,11.97,0,0,1,0,0
Area 399,26.26,35.21,30.74,50.26,66.47,1,726,11.0,1,1,0,1,1
Area 400,26.32,39.99,33.15,49.18,74.22,0,6984,11.17,1,1,0,1,0
Area 401,16.55,23.99,20.27,17.18,71.14,1,2911,13.05,1,0,0,1,1
Area 402,28.54,43.21,35.87,27.87,47.64,0,1710,13.02,0,0,1,0,0
Area 403,22.58,37.16,29.87,15.89,82.24,1,8966,11.88,1,1,1,1,1
Area 404,27.4,34.87,31.14,19.57,49.79,1,148,12.87,0,1,1,0,1
Area 405,19.8,28.28,24.04,97.3,86.61,0,1486,11.8,1,0,1,1,0
Area 406,28.43,42.39,35.41,15.31,52.53,0,2002,13.41,0,0,1,0,0
Area 407,20.84,35.5,28.17,26.93,76.69,1,4822,11.33,1,1,1,1,1
Area 408,15.16,24.6,19.88,59.06,54.23,0,4472,13.71,1,0,0,1,0
Area 409,28.58,36.79,32.69,61.02,55.89,1,3942,12.17,1,0,1,0,0
Area 410,16.37,26.63,21.5,15.4,55.5,0,7169,12.14,1,1,1,1,0
Area 411,19.79,31.67,25.73,79.37,77.39,0,4411,12.68,0,0,1,0,0
Area 412,29.25,36.99,33.12,78.52,67.84,1,8521,11.36,0,0,1,1,1
Area 413,29.26,41.62,35.44,23.73,84.15,0,7906,12.9,0,1,1,1,1
Area 414,23.6,29.12,26.36,28.87,55.37,0,6566,11.28,0,1,0,0,0
Area 415,24.48,29.97,27.22,93.8,74.6,0,8097,11.59,1,0,0,0,0
Area 416,21.73,30.59,26.16,82.57,77.65,0,6468,12.7,1,1,1,1,0
Area 417,19.4,27.93,23.67,69.78,47.57,1,1785,11.51,1,1,0,1,1
Area 418,19.93,28.09,24.01,8.22,60.03,1,9602,10.8,0,0,1,1,1
Area 419,25.09,35.0,30.04,41.83,64.14,1,8239,13.49,0,0,1,0,1
Area 420,26.29,34.49,30.39,55.93,57.78,0,5233,13.69,0,1,1,1,1
Area 421,26.87,33.8,30.33,18.74,56.11,0,8924,12.51,1,0,1,1,0
Area 422,26.84,34.94,30.89,44.82,74.32,1,2522,13.24,0,0,0,0,1
Area 423,16.37,31.12,23.74,60.1,50.79,0,2850,13.95,1,1,1,1,0
Area 424,22.42,31.53,26.97,32.74,75.47,0,8624,12.46,0,1,1,0,1
Area 425,15.86,25.31,20.59,78.09,86.75,1,6409,13.64,0,1,0,1,1
Area 426,23.24,34.01,28.63,84.04,68.26,0,8798,11.44,1,1,0,0,0
Area 427,21.62,36.46,29.04,32.36,70.57,0,4312,12.8,1,0,0,1,0
Area 428,28.32,35.73,32.02,83.87,43.45,0,1042,10.22,1,1,1,0,0
Area 429,20.26,32.08,26.17,10.36,83.22,0,8927,13.16,0,0,0,0,0
Area 430,16.76,28.92,22.84,83.77,54.27,0,9881,13.32,0,0,0,1,0
Area 431,17.14,28.22,22.68,15.28,70.75,1,1562,11.6,0,0,0,0,1
Area 432,26.42,32.31,29.37,8.29,88.96,0,7571,12.56,1,1,1,1,0
Area 433,24.27,36.04,30.16,64.18,69.78,0,2091,13.43,0,0,1,1,0
Area 434,16.52,22.16,19.34,47.19,76.24,1,5490,13.53,1,1,1,0,1
Area 435,16.26,27.22,21.74,90.79,62.27,0,212,10.43,1,1,1,0,0
Area 436,25.51,37.91,31.71,36.32,43.02,0,7283,13.31,1,0,0,1,0
Area 437,16.09,23.2,19.65,28.72,79.88,0,2363,11.1,0,0,1,1,0
Area 438,27.33,40.74,34.04,50.07,41.75,1,8718,12.91,0,0,0,1,1
Area 439,25.59,30.9,28.25,45.59,75.03,0,5354,11.3,1,1,0,0,0
Area 440,16.22,29.66,22.94,34.44,41.15,0,9358,10.23,1,1,0,1,0
Area 441,16.27,25.88,21.07,69.37,83.12,0,2911,10.84,1,0,0,0,0
Area 442,29.8,36.98,33.39,75.96,47.88,0,933,11.63,0,1,0,1,0
Area 443,20.61,26.95,23.78,85.3,65.71,0,7327,12.96,1,0,1,0,0
Area 444,20.56,35.09,27.83,97.29,69.86,0,8521,10.4,0,1,0,1,1
Area 445,27.19,32.92,30.06,26.67,62.88,0,4354,13.25,0,1,1,0,0
Area 446,29.21,36.2,32.7,71.61,57.04,0,9115,13.99,1,0,1,0,0
Area 447,29.79,38.27,34.03,39.43,63.39,0,2618,13.15,0,0,0,0,0
Area 448,26.3,37.5,31.9,67.71,55.57,0,3767,11.89,0,1,1,1,1
Area 449,20.64,31.09,25.87,47.6,61.91,0,9396,12.27,0,0,1,1,0
Area 450,16.25,22.51,19.38,99.38,57.95,1,1141,10.02,0,0,0,1,1
Area 451,26.66,34.55,30.61,72.89,68.31,1,5212,10.84,0,1,1,1,1
Area 452,23.38,30.76,27.07,95.25,51.9,1,807,13.6,0,0,0,1,1
Area 453,21.36,28.5,24.93,83.5,89.43,0,7558,10.09,0,1,0,0,0
Area 454,28.6,37.71,33.15,90.29,65.04,0,1483,13.62,1,0,0,0,0
Area 455,16.67,28.71,22.69,81.44,49.71,0,1402,10.45,1,0,0,1,0
Area 456,22.39,29.56,25.98,45.92,63.85,0,7218,10.53,1,1,1,0,0
Area 457,15.17,23.84,19.5,25.18,83.32,0,8968,10.7,0,1,0,0,0
Area 458,22.03,30.94,26.48,37.03,41.09,0,2664,13.2,0,1,1,1,1
Area 459,15.84,30.61,23.23,2.02,73.98,0,9855,11.91,1,0,1,0,0
Area 460,16.78,31.33,24.06,52.4,67.4,0,1360,10.58,0,1,1,0,1
Area 461,16.76,29.76,23.26,50.51,48.48,0,3303,12.75,0,0,1,1,0
Area 462,24.74,32.15,28.45,52.53,80.87,0,457,13.76,0,0,0,1,0
Area 463,26.19,31.87,29.03,97.4,58.44,0,5504,12.29,0,1,1,0,0
Area 464,23.75,31.92,27.84,91.15,54.69,0,5512,10.39,1,0,1,1,0
Area 465,29.43,37.1,33.27,16.17,81.41,1,3334,10.22,1,1,1,0,1
Area 466,20.62,30.68,25.65,36.89,71.93,0,8183,13.18,1,1,1,0,0
Area 467,19.29,32.06,25.67,42.4,84.91,0,518,12.5,1,0,1,1,0
Area 468,28.03,41.61,34.82,36.05,71.49,1,8006,13.69,1,1,1,1,1
Area 469,18.35,31.8,25.08,79.85,77.04,0,5687,12.19,0,0,0,0,0
Area 470,29.45,38.05,33.75,52.4,81.82,0,4055,10.25,0,1,1,0,1
Area 471,15.18,27.05,21.12,57.21,42.74,0,1693,11.61,1,1,1,1,0
Area 472,29.55,37.68,33.61,85.3,78.8,0,4702,12.63,0,0,0,1,0
Area 473,15.65,21.26,18.45,80.59,70.69,0,9677,11.54,1,0,1,1,0
Area 474,28.37,40.38,34.37,13.22,43.48,0,344,14.0,0,1,0,1,0
Area 475,22.92,28.01,25.46,71.39,65.43,0,4672,11.62,1,1,1,0,0
Area 476,29.89,38.99,34.44,43.54,44.12,1,714,12.18,1,0,1,0,0
Area 477,16.11,24.4,20.25,29.46,76.8,0,349,10.9,0,0,1,0,0
Area 478,23.31,35.24,29.27,5.0,67.33,0,6720,10.61,1,1,1,0,0
Area 479,29.54,42.2,35.87,48.72,87.68,0,9887,12.58,1,0,1,0,0
Area 480,22.85,30.89,26.87,35.54,49.16,0,5969,12.35,1,1,0,0,0
Area 481,24.44,37.56,31.0,25.15,70.3,1,6071,10.02,1,0,0,0,0
Area 482,25.44,33.38,29.41,69.47,50.58,0,610,11.14,0,1,0,1,0
Area 483,21.82,31.28,26.55,76.95,70.7,1,6068,12.57,1,0,0,0,0
Area 484,24.41,36.68,30.55,24.48,76.13,0,4969,13.25,0,1,1,1,1
Area 485,23.76,35.69,29.73,4.94,76.12,1,9657,11.25,1,1,0,0,1
Area 486,28.52,43.39,35.95,84.88,80.75,0,7605,12.59,1,1,1,1,0
Area 487,15.68,22.93,19.31,1.0,82.68,0,7747,11.06,0,1,0,0,0
Area 488,19.21,30.84,25.03,93.71,43.86,1,9215,12.76,1,1,0,0,1
Area 489,29.26,40.35,34.8,62.76,57.16,1,173,12.79,1,1,0,0,1
Area 490,28.35,42.5,35.43,32.18,74.36,0,9100,10.52,1,0,0,0,0
Area 491,21.83,28.4,25.12,24.65,64.93,1,2978,12.66,1,1,0,0,1
Area 492,24.3,36.82,30.56,0.9,49.53,0,5241,11.33,1,1,1,1,0
Area 493,19.16,29.84,24.5,23.55,67.64,0,2226,10.69,0,0,0,1,0
Area 494,17.82,25.57,21.7,13.77,60.37,0,2304,12.0,1,0,0,1,0
Area 495,21.96,31.7,26.83,61.22,59.5,1,6570,11.81,1,0,1,1,1
Area 496,20.3,28.64,24.47,16.65,80.49,1,3779,13.1,1,0,0,1,1
Area 497,23.75,34.55,29.15,52.86,60.38,0,8189,10.34,0,1,1,1,1
Area 498,16.17,30.06,23.11,59.01,41.32,0,1084,13.16,0,1,1,0,0
Area 499,29.62,40.31,34.96,29.8,42.9,0,1398,10.42,1,0,1,0,0
Area 500,29.79,41.11,35.45,3.51,82.81,0,7648,10.83,0,0,1,0,0
Area 501,25.47,35.66,30.57,3.73,88.03,0,7287,12.06,0,0,0,0,0
Area 502,23.04,28.55,25.8,2.63,74.42,0,4055,11.85,1,0,1,1,0
Area 503,19.64,26.97,23.31,73.91,58.22,0,5813,13.96,0,0,1,1,0
Area 504,27.21,37.13,32.17,31.8,86.93,0,3787,12.36,0,1,1,0,1
Area 505,25.27,33.37,29.32,79.63,73.14,0,3145,11.31,0,0,0,0,0
Area 506,17.44,24.26,20.85,43.17,82.22,1,9151,13.6,0,0,0,0,1
Area 507,28.66,38.71,33.68,45.3,78.29,0,6816,11.25,0,0,1,0,0
Area 508,27.34,35.57,31.45,51.29,58.96,0,2185,11.1,0,1,0,0,0
Area 509,29.25,36.83,33.04,71.3,63.94,0,6633,11.98,0,1,0,0,0
Area 510,25.89,35.53,30.71,27.35,49.31,0,2827,13.65,1,0,0,0,0
Area 511,24.2,30.53,27.37,12.16,54.6,0,476,12.83,0,0,1,1,0
Area 512,21.27,35.55,28.41,55.61,78.91,0,7092,12.71,0,1,1,0,1
Area 513,28.99,42.67,35.83,32.7,84.7,1,5800,12.9,1,0,1,0,1
Area 514,27.99,40.07,34.03,44.25,76.22,0,4790,12.64,0,1,1,1,1
Area 515,15.68,21.74,18.71,64.69,63.26,0,2894,13.04,0,0,0,1,0
Area 516,15.4,28.15,21.77,49.41,44.33,0,1165,10.77,0,1,0,1,0
Area 517,20.65,33.73,27.19,62.03,42.85,0,3782,10.71,0,0,0,1,0
Area 518,27.16,39.84,33.5,54.42,58.72,1,7737,11.45,1,1,1,0,1
Area 519,29.81,35.95,32.88,73.98,63.19,1,1151,13.4,0,1,1,0,1
Area 520,17.26,28.7,22.98,70.59,70.46,0,8920,12.86,0,0,0,0,0
Area 521,23.91,37.26,30.58,53.42,40.32,0,8180,12.27,0,0,1,1,0
Area 522,20.71,31.49,26.1,67.89,89.49,1,2473,10.08,1,0,1,0,1
Area 523,29.55,41.01,35.28,87.36,58.2,0,6862,10.94,0,1,1,0,0
Area 524,27.63,37.22,32.42,43.23,82.4,1,8158,13.21,0,0,0,1,1
Area 525,27.57,37.86,32.72,41.28,66.75,1,6568,10.97,1,0,0,0,0
Area 526,22.03,27.37,24.7,76.42,46.52,0,4074,12.92,0,0,0,0,0
Area 527,21.22,32.61,26.92,58.26,79.88,1,9475,10.74,1,1,0,0,1
Area 528,19.1,24.92,22.01,7.1,75.49,1,6759,12.43,0,0,1,0,1
Area 529,15.85,25.2,20.52,89.21,66.37,1,7928,12.51,0,1,0,0,1
Area 530,27.97,35.9,31.93,3.08,65.73,0,4941,13.01,0,1,1,0,0
Area 531,27.19,37.65,32.42,74.84,44.37,0,9569,11.75,0,1,0,1,0
Area 532,30.0,36.33,33.16,75.88,72.79,0,2051,12.53,0,0,0,0,0
Area 533,29.95,41.87,35.91,95.31,85.56,0,4021,11.95,1,0,1,0,0
Area 534,23.33,36.28,29.81,5.41,44.66,0,3524,13.79,0,0,1,0,0
Area 535,26.53,33.17,29.85,59.69,53.18,0,6825,12.09,1,0,0,0,0
Area 536,29.17,35.21,32.19,42.78,85.12,0,9617,10.84,0,0,1,0,0
Area 537,27.74,34.2,30.97,33.06,54.22,0,1271,12.67,1,1,0,0,0
Area 538,18.71,32.48,25.6,9.03,72.7,0,3869,12.19,1,1,1,1,0
Area 539,21.76,32.04,26.9,56.27,66.74,0,3731,13.22,0,0,0,0,0
Area 540,16.94,26.61,21.77,47.9,69.82,1,2410,10.71,0,1,0,1,1
Area 541,29.31,35.38,32.34,10.46,60.79,0,2443,11.04,1,0,1,1,0
Area 542,24.09,35.59,29.84,61.25,55.0,0,3486,13.69,0,1,1,1,1
Area 543,18.43,32.11,25.27,73.8,42.43,1,3167,13.72,1,0,0,1,0
Area 544,25.08,38.36,31.72,76.73,77.21,0,2439,11.77,1,0,1,1,0
Area 545,24.27,35.53,29.9,90.54,77.3,0,783,10.19,0,0,0,1,0
Area 546,20.37,26.13,23.25,40.95,73.54,1,9167,11.23,1,1,1,1,1
Area 547,16.7,22.83,19.77,95.31,72.18,1,1154,10.99,0,0,1,1,1
Area 548,25.07,30.57,27.82,86.54,52.19,0,7311,11.66,0,0,0,1,0
Area 549,22.8,30.38,26.59,29.65,41.12,1,2702,11.27,0,0,1,0,1
Area 550,26.58,32.94,29.76,15.93,80.44,1,4114,13.32,0,0,0,0,1
Area 551,22.8,30.4,26.6,43.54,64.56,0,7401,10.01,0,1,0,1,0
Area 552,27.78,36.63,32.21,40.19,55.34,0,448,12.58,0,0,0,1,0
Area 553,23.28,37.71,30.49,57.57,45.1,0,1122,12.66,1,1,1,0,0
Area 554,23.41,34.52,28.97,58.34,43.14,0,8741,12.64,0,1,1,1,1
Area 555,28.15,41.5,34.82,75.0,57.44,0,603,12.08,0,0,0,0,0
Area 556,21.05,33.16,27.1,50.99,80.24,1,8377,12.44,0,1,0,1,1
Area 557,17.01,23.14,20.07,10.48,85.94,0,622,13.24,0,0,0,0,0
Area 558,15.43,27.79,21.61,85.83,84.84,0,2608,13.14,1,0,0,1,0
Area 559,26.33,34.08,30.2,30.98,86.0,0,8921,10.14,0,0,0,1,0
Area 560,24.3,35.7,30.0,97.13,85.39,0,117,10.12,1,1,0,0,0
Area 561,25.56,33.97,29.77,11.79,66.36,0,7523,13.36,0,1,0,0,0
Area 562,18.19,33.17,25.68,95.83,50.97,0,1368,12.3,1,1,0,1,0
Area 563,17.05,24.68,20.86,9.1,79.9,0,1276,13.83,0,1,1,0,1
Area 564,15.22,23.01,19.11,23.1,50.69,1,1732,11.73,1,1,0,1,1
Area 565,20.26,34.57,27.41,4.66,53.36,0,3713,10.71,0,0,1,1,0
Area 566,23.85,29.1,26.47,70.51,51.66,0,214,11.89,0,0,0,0,0
Area 567,20.88,32.85,26.87,85.03,65.75,0,9044,11.75,1,0,1,0,0
Area 568,21.56,33.82,27.69,43.41,56.09,0,6690,12.07,1,1,1,0,0
Area 569,28.56,41.93,35.24,92.85,47.71,0,2500,13.23,0,0,0,1,0
Area 570,20.22,34.97,27.6,59.03,62.66,0,6868,12.62,1,1,1,0,0
Area 571,22.71,37.47,30.09,63.0,83.7,1,2688,10.74,1,1,0,0,1
Area 572,26.75,32.41,29.58,84.54,68.53,0,421,12.94,0,1,0,0,0
Area 573,20.95,34.17,27.56,29.68,83.92,0,7726,12.37,0,1,1,1,1
Area 574,24.33,35.79,30.06,35.43,49.79,0,933,12.31,0,1,1,1,1
Area 575,27.94,39.41,33.67,90.6,48.35,1,8503,12.71,0,1,1,1,1
Area 576,29.24,35.53,32.38,90.1,68.78,0,9548,12.26,0,1,0,1,1
Area 577,17.21,28.71,22.96,97.65,63.17,1,258,11.83,0,1,0,0,1
Area 578,28.9,43.72,36.31,90.18,73.01,0,2719,12.56,0,0,1,0,0
Area 579,22.38,36.5,29.44,12.74,79.73,0,1447,12.89,0,0,0,1,0
Area 580,18.87,28.26,23.57,82.37,77.57,1,3264,10.9,0,1,0,1,1
Area 581,21.89,27.29,24.59,40.98,87.11,1,6913,11.99,0,0,1,1,1
Area 582,29.7,38.32,34.01,99.08,59.91,0,1010,11.83,0,1,1,0,0
Area 583,22.39,35.65,29.02,47.23,50.32,0,7266,10.16,0,0,1,0,0
Area 584,19.93,31.95,25.94,55.38,67.55,0,2551,13.34,0,1,1,1,1
Area 585,24.5,34.09,29.3,52.98,45.54,0,503,11.51,1,1,1,1,0
Area 586,18.6,24.15,21.38,32.17,54.44,1,1790,10.29,1,1,0,0,1
Area 587,16.14,25.41,20.77,7.5,50.39,0,3585,11.83,0,0,0,1,0
Area 588,16.93,26.62,21.78,89.57,59.83,0,9548,10.65,0,0,1,0,0
Area 589,16.92,31.21,24.06,80.27,45.56,1,4388,12.82,1,1,0,1,1
Area 590,17.28,28.69,22.98,13.95,41.59,0,9934,12.29,0,1,0,1,0
Area 591,17.08,25.2,21.14,77.68,72.84,0,8216,11.08,0,1,1,0,1
Area 592,24.61,34.87,29.74,62.58,70.51,1,622,13.8,0,1,1,0,1
Area 593,17.73,23.39,20.56,40.91,75.42,0,4545,11.17,0,0,1,0,0
Area 594,20.19,34.91,27.55,25.4,73.02,0,6559,12.22,0,0,0,0,0
Area 595,28.45,37.05,32.75,85.97,45.71,0,7186,13.21,1,0,1,1,0
Area 596,22.11,31.89,27.0,70.02,54.55,0,2044,12.06,0,1,1,1,1
Area 597,25.01,33.57,29.29,54.77,46.48,0,3671,13.84,1,0,1,0,0
Area 598,17.58,29.41,23.5,60.96,82.15,0,1660,13.38,0,0,0,0,0
Area 599,17.88,29.51,23.7,9.11,77.35,1,4847,13.68,0,0,0,1,1
Area 600,15.61,27.77,21.69,47.39,50.08,1,7254,11.49,0,1,0,1,1
Area 601,17.53,25.22,21.37,19.37,57.07,1,692,12.19,1,1,1,0,1
Area 602,19.18,27.34,23.26,20.84,88.33,0,5427,13.36,0,0,1,1,0
Area 603,17.66,23.91,20.78,66.13,69.71,1,855,13.61,0,0,1,0,1
Area 604,16.33,27.89,22.11,91.13,80.06,0,9591,13.78,0,0,1,0,0
Area 605,16.81,22.21,19.51,40.38,53.23,0,596,13.52,0,1,1,0,0
Area 606,21.91,32.89,27.4,20.77,50.5,1,2521,12.92,0,0,1,0,1
Area 607,18.1,31.79,24.94,64.87,79.2,0,1698,10.1,1,0,1,0,0
Area 608,20.46,34.37,27.42,87.12,74.29,0,4227,11.26,0,1,1,0,1
Area 609,22.55,32.04,27.3,74.83,74.05,1,7116,10.52,0,1,1,0,1
Area 610,25.36,34.95,30.15,86.88,67.63,0,5651,10.62,1,0,0,0,0
Area 611,15.59,21.36,18.47,53.66,68.18,0,3690,11.16,1,0,1,0,0
Area 612,26.99,38.7,32.84,75.19,76.78,0,561,10.3,0,0,0,0,0
Area 613,24.42,37.63,31.02,14.01,53.5,1,5066,10.97,1,0,1,1,1
Area 614,16.23,23.67,19.95,34.83,57.64,0,8659,13.83,0,1,1,1,1
Area 615,28.1,37.32,32.71,38.95,83.58,0,265,11.25,1,0,0,1,0
Area 616,28.81,42.2,35.51,51.13,55.44,0,1828,10.64,0,1,0,0,0
Area 617,15.92,29.69,22.8,92.91,67.32,0,7796,12.87,0,1,1,1,1
Area 618,19.15,26.58,22.87,87.43,75.13,1,4797,13.31,1,0,1,0,1
Area 619,27.09,37.6,32.35,13.45,90.0,0,2273,11.26,0,1,1,0,1
Area 620,26.22,33.15,29.69,17.28,61.76,0,137,11.11,0,0,1,1,0
Area 621,17.77,23.79,20.78,35.76,61.4,0,4543,10.97,0,1,1,1,1
Area 622,18.14,32.25,25.2,29.07,82.13,1,7586,11.57,0,1,1,0,1
Area 623,20.56,33.76,27.16,61.48,80.28,0,2121,10.35,1,1,0,1,0
Area 624,22.27,34.87,28.57,90.28,76.55,0,6980,12.68,0,1,0,1,1
Area 625,24.27,29.76,27.02,96.23,63.16,0,9025,13.29,0,1,0,1,0
Area 626,20.53,33.97,27.25,65.36,56.2,0,4621,12.65,1,0,0,0,0
Area 627,21.94,31.32,26.63,83.82,70.44,1,8939,11.68,1,1,1,1,1
Area 628,26.21,34.64,30.42,52.52,83.81,1,3402,11.16,0,0,1,1,1
Area 629,15.55,26.02,20.78,20.83,84.19,1,8611,11.64,1,1,1,1,1
Area 630,18.79,24.7,21.74,52.47,45.42,1,4707,11.7,0,1,1,0,1
